,index,Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N),date_ymd,temp_mean,temp_min,temp_max,rh_mean,rh_min,rh_max,ppt_sum_mm,ppt_hours_gt0,wind_mean,wind_min,wind_max
763,763,AL-BN-3,43372,37,AL,34.0141509,-87.2635094,209.85,0.213457077,9.117393951,5.16823038,0.82950276,0.526205319,63.5151019,3.261969229,4.503704637,12.1377747,0.143357891,0.79675923,0,0,Y,2018-09-29,22.59583333333333,17.9,28.1,77.625,49.0,97.0,0.0,0.0,5.316666666666666,1.5,8.7
764,764,AL-BN-4,43372,37,AL,34.0181408,-87.2596675,164.27,0.208972845,10.47502713,5.07034213,0.814344212,0.613696514,62.59053808,3.385405189,4.314765026,11.8953022,0.115225508,0.725354019,6,1,Y,2018-09-29,22.59583333333333,17.9,28.1,77.625,49.0,97.0,0.0,0.0,5.316666666666666,1.5,8.7
765,765,AL-BN-5,43372,37,AL,34.022856,-87.2545284,155.62,0.175736961,12.31578594,4.648072418,0.769185553,0.434556249,61.82706761,3.617943184,3.825984364,11.80439511,0.089430416,0.667579165,0,0,Y,2018-09-29,22.358333333333334,17.6,28.0,77.70833333333333,47.0,98.0,0.0,0.0,5.8875,2.5,9.1
766,766,TN-WR-1,43373,28,TN,35.109,-89.7871,79.71,0.423236515,1.725490525,23.47682355,41.18711902,0.082645668,9.40755222,0.273108274,0.122709939,9.604097883,2.503282753,11.61717016,0,0,N,2018-09-30,22.166666666666668,15.1,28.0,76.625,57.0,97.0,0.0,0.0,4.129166666666667,1.5,6.9
767,767,TN-WR-2,43373,28,TN,35.1076,-89.7837,80.13,0.2490887,1.669760761,23.16622425,40.45310977,0.077282349,9.384135278,0.277418434,0.117603575,9.937082087,2.544017338,12.37336615,6,3,Y,2018-09-30,22.166666666666668,15.1,28.0,76.625,57.0,97.0,0.0,0.0,4.129166666666667,1.5,6.9
768,768,TN-WR-3,43373,28,TN,35.1057,-89.7802,79.78,0.232843137,1.558459006,22.85732879,40.44709132,0.075151983,9.336059517,0.276466933,0.119865314,10.18981124,2.576789373,12.56297652,2,1,Y,2018-09-30,22.166666666666668,15.1,28.0,76.625,57.0,97.0,0.0,0.0,4.129166666666667,1.5,6.9
769,769,TN-WR-4,43373,28,TN,35.104,-89.7764,82.08,0.298089172,1.550475471,22.44599786,40.66439952,0.074102064,9.317967126,0.281084031,0.12196402,10.53823708,2.566492432,12.43928039,8,3,Y,2018-09-30,22.166666666666668,15.1,28.0,76.625,57.0,97.0,0.0,0.0,4.129166666666667,1.5,6.9
770,770,TN-WR-5,43373,28,TN,35.1031,-89.7749,80.41,0.379032258,1.579978128,22.24311974,40.85021169,0.074097553,9.357492354,0.280227288,0.121956595,10.65430448,2.560668683,12.27794349,1,1,Y,2018-09-30,22.166666666666668,15.1,28.0,76.625,57.0,97.0,0.0,0.0,4.129166666666667,1.5,6.9
771,771,GA-SCN-1,43375,38,GA,33.9817871,-83.3831868,188.58,0.264009963,0.762031917,17.73162202,23.26716461,0.421111853,38.32663669,0.348897258,1.322324806,10.61491567,0.133303104,7.071992073,6,2,Y,2018-10-02,22.641666666666666,18.1,28.2,76.70833333333333,49.0,97.0,0.0,0.0,4.383333333333333,1.3,7.9
772,772,GA-SCN-2,43375,38,GA,33.9780366,-83.3832918,183.0,0.403794038,0.759087752,18.53605404,25.13258327,0.42435041,36.94366969,0.305146141,1.303901631,10.15062131,0.13305547,6.311530285,0,0,Y,2018-10-02,22.641666666666666,18.1,28.2,76.70833333333333,49.0,97.0,0.0,0.0,4.383333333333333,1.3,7.9
773,773,GA-SCN-3,43375,38,GA,33.985623,-83.38221,189.9,0.159322034,0.744069808,17.13166654,21.67777976,0.407631808,40.1850199,0.357859145,1.365913076,11.084183,0.133357135,6.91251982,4,1,Y,2018-10-02,22.641666666666666,18.1,28.2,76.70833333333333,49.0,97.0,0.0,0.0,4.383333333333333,1.3,7.9
774,774,GA-SCN-4,43375,38,GA,33.9805538,-83.37947,188.46,0.199766355,0.79609176,18.31598881,23.7677058,0.539125433,38.05410989,0.332964539,1.348863281,10.80161318,0.13331178,5.910225538,0,0,Y,2018-10-02,22.641666666666666,18.1,28.2,76.70833333333333,49.0,97.0,0.0,0.0,4.383333333333333,1.3,7.9
775,775,GA-SCN-5,43375,38,GA,33.9867515,-83.3779756,188.14,0.481857765,0.817937965,17.32257022,21.78460337,0.462175879,39.35904055,0.366466432,1.358192603,11.41125258,0.139576276,6.978184123,0,0,Y,2018-10-02,22.641666666666666,18.1,28.2,76.70833333333333,49.0,97.0,0.0,0.0,4.383333333333333,1.3,7.9
776,776,CT-UF-1,43380,19,CT,41.8199171,-72.237859,130.09,0.904411765,1.563893055,6.797637903,4.410786771,0.282780394,70.05611555,0.554023013,0.659541216,4.629165399,1.63962282,9.406433883,0,0,N,2018-10-07,19.520833333333332,14.8,24.2,90.83333333333333,76.0,99.0,1.4,7.0,10.237499999999999,3.9,15.2
777,777,CT-UF-2,43380,19,CT,41.8170686,-72.2321101,101.03,0.708053691,1.56802579,6.903637039,4.596198204,0.265500284,70.05240745,0.5935453,0.608656778,4.331327564,1.269154324,9.811547268,0,0,Y,2018-10-07,19.520833333333332,14.8,24.2,90.83333333333333,76.0,99.0,1.4,7.0,10.237499999999999,3.9,15.2
778,778,CT-UF-3,43380,19,CT,41.8250181,-72.2395592,102.71,0.648,1.523877082,6.558065153,4.00875584,0.248487876,71.98802893,0.562455665,0.557208877,4.170147036,1.299734303,9.083239241,0,0,N,2018-10-07,19.116666666666667,14.4,24.1,91.375,75.0,99.0,1.4,8.0,10.583333333333334,3.0,15.2
779,779,CT-UF-4,43380,19,CT,41.8236417,-72.235691,95.49,0.285175879,1.615202299,6.475504305,3.984683499,0.248347325,71.39849144,0.599980267,0.585914949,4.149898499,1.23145005,9.710527365,0,0,Y,2018-10-07,19.116666666666667,14.4,24.1,91.375,75.0,99.0,1.4,8.0,10.583333333333334,3.0,15.2
780,780,CT-UF-5,43380,19,CT,41.8216764,-72.2307545,87.9,2.576923077,1.601965705,6.525889135,4.085348566,0.248023269,71.33808659,0.613232808,0.602732246,4.04523642,1.221845369,9.717639894,6,1,Y,2018-10-07,19.116666666666667,14.4,24.1,91.375,75.0,99.0,1.4,8.0,10.583333333333334,3.0,15.2
781,781,MN-LH-1,43379,15,MN,44.7832408,-93.1291361,275.72,0.338582677,5.170488417,18.48861032,33.53344696,0.723347803,19.7650694,0.33753432,1.231328559,8.009723004,9.537863458,3.202587763,6,2,Y,2018-10-06,7.420833333333333,5.6,9.2,75.75,64.0,94.0,0.0,0.0,11.729166666666666,6.5,15.8
782,782,MN-LH-2,43379,15,MN,44.78152,-93.1356344,276.97,0.299242424,4.949489225,18.10873722,33.97728537,0.616246146,20.52460682,0.272441246,1.248863954,7.545027318,9.314426163,3.442876543,8,1,Y,2018-10-06,7.420833333333333,5.6,9.2,75.75,64.0,94.0,0.0,0.0,11.729166666666666,6.5,15.8
783,783,MN-LH-3,43379,15,MN,44.7843873,-93.1339939,282.99,0.216248507,5.326141706,18.47800537,33.77917226,0.649974815,20.41386837,0.310821021,1.374034587,7.521826729,8.661853593,3.484301545,1,1,Y,2018-10-06,7.420833333333333,5.6,9.2,75.75,64.0,94.0,0.0,0.0,11.729166666666666,6.5,15.8
784,784,MN-LH-4,43379,15,MN,44.7830409,-93.1400333,278.25,0.396226415,5.099822016,18.33421486,34.58593593,0.633017664,20.56803681,0.214923769,1.385460743,7.156499765,8.400706898,3.621381557,4,2,Y,2018-10-06,7.420833333333333,5.6,9.2,75.75,64.0,94.0,0.0,0.0,11.729166666666666,6.5,15.8
785,785,MN-LH-5,43379,15,MN,44.7793817,-93.1326287,280.72,0.269279393,4.899312661,17.95938926,33.62841702,0.629833674,20.13704811,0.333700614,1.267642584,7.814051104,10.29162076,3.038984207,0,0,Y,2018-10-06,7.420833333333333,5.6,9.2,75.75,64.0,94.0,0.0,0.0,11.729166666666666,6.5,15.8
786,786,IN-WM-1,43380,28,IN,39.6095119,-84.9643417,260.77,0.333333333,4.605609547,5.929648874,1.502130168,0.011537098,31.44467542,0.006712493,0.640833356,4.793559363,50.56668128,0.498612402,6,2,Y,2018-10-07,23.666666666666668,18.8,28.5,79.16666666666667,53.0,98.0,0.0,0.0,8.133333333333333,2.0,13.0
787,787,IN-WM-2,43380,28,IN,39.6064158,-84.9618647,276.12,0.2875,4.107024422,5.646528926,1.474020468,0.011333775,30.96891187,0.007765735,0.627555347,4.788730029,51.88392535,0.484204075,8,1,Y,2018-10-07,23.666666666666668,18.8,28.5,79.16666666666667,53.0,98.0,0.0,0.0,8.133333333333333,2.0,13.0
788,788,IN-WM-3,43380,28,IN,39.6040598,-84.9656378,271.92,0.216346154,4.484746446,5.605565679,1.435505135,0.011966042,31.21772318,0.007767431,0.637978957,4.548355404,51.54005055,0.510341179,8,1,Y,2018-10-07,23.666666666666668,18.8,28.5,79.16666666666667,53.0,98.0,0.0,0.0,8.133333333333333,2.0,13.0
789,789,IN-WM-4,43380,28,IN,39.6030311,-84.9709966,256.8,0.189814815,5.094308731,5.514951282,1.322379275,0.011544581,32.26311569,0.007766354,0.649854958,4.527364855,50.0281268,0.580587472,0,0,Y,2018-10-07,23.666666666666668,18.8,28.5,79.16666666666667,53.0,98.0,0.0,0.0,8.133333333333333,2.0,13.0
790,790,IN-WM-5,43380,28,IN,39.6052343,-84.973552,266.14,0.448033708,5.04997105,5.555135983,1.28200287,0.011118663,32.93033423,0.007762086,0.705720447,4.696691254,49.18854736,0.572716059,4,2,Y,2018-10-07,23.666666666666668,18.8,28.5,79.16666666666667,53.0,98.0,0.0,0.0,8.133333333333333,2.0,13.0
791,791,WY-TB-1,43384,13,WY,44.0632703,-104.6894801,1330.29,0.394946809,0.179243065,1.04208644,0.784135939,0.159093962,0.858855531,15.87875277,81.03570589,0.0,0.013222849,0.048903553,6,1,Y,2018-10-11,0.21250000000000002,-4.8,5.3,79.91666666666667,59.0,96.0,1.1,4.0,10.541666666666666,0.4,17.8
792,792,WY-TB-2,43384,13,WY,44.0632976,-104.6990831,1340.07,0.348,0.149672316,1.066598933,0.793074349,0.101600843,0.629127534,14.64857444,82.51751775,0.0,0.050170664,0.043663172,6,1,Y,2018-10-11,0.09999999999999994,-4.7,5.1,80.33333333333333,59.0,97.0,1.4,4.0,11.600000000000001,2.4,19.4
793,793,WY-TB-3,43384,13,WY,44.0630297,-104.7102029,1325.14,0.219013237,0.121753076,1.069117962,0.672790706,0.101600843,0.447547515,12.56449764,84.90513756,0.0,0.081238691,0.036316004,6,2,Y,2018-10-11,-0.1125,-5.2,4.6,80.41666666666667,60.0,99.0,1.5,6.0,10.816666666666668,2.3,18.2
794,794,WY-TB-4,43384,13,WY,44.0557387,-104.7248306,1327.69,0.211267606,0.17789339,0.954288951,0.630388722,0.2143951,0.113281168,10.50976526,87.20174537,0.0,0.164467474,0.03377457,0,0,N,2018-10-11,-0.1125,-5.2,4.6,80.41666666666667,60.0,99.0,1.5,6.0,10.816666666666668,2.3,18.2
795,795,WY-TB-5,43384,13,WY,44.0504026,-104.7283886,1329.66,0.32152231,0.141862129,0.778562869,0.545623574,0.1808952,0.108285294,10.08795032,87.94570626,0.0,0.177957227,0.033157125,0,0,Y,2018-10-11,-0.1125,-5.2,4.6,80.41666666666667,60.0,99.0,1.5,6.0,10.816666666666668,2.3,18.2
796,796,UT-BD-1,43379,23,UT,37.021177,-113.898851,920.24,0.057553957,0.00020993,1.04188097,0.04471502,0.383751443,1.358454918,69.28791855,27.68783458,0.0,0.0,0.195234596,0,0,Y,2018-10-06,15.65,13.5,17.6,68.16666666666667,57.0,81.0,11.9,10.0,6.945833333333333,1.1,13.8
797,797,UT-BD-2,43379,23,UT,37.019299,-113.8911072,927.06,0.0625,0.000209856,0.641948468,0.026231958,0.406490416,1.629319354,68.9291905,28.19893477,0.0,0.0,0.167674673,0,0,N,2018-10-06,15.550000000000002,13.4,17.5,68.125,57.0,80.0,11.9,10.0,6.945833333333333,1.1,13.8
798,798,UT-BD-3,43379,23,UT,37.020107,-113.887009,940.46,0.057613169,0.000209871,0.575466491,0.024974658,0.418063184,1.892197623,67.6164732,29.41280172,0.0,0.0,0.059813257,0,0,N,2018-10-06,15.5,13.3,17.5,68.125,57.0,80.0,11.9,10.0,6.945833333333333,1.1,13.8
799,799,UT-BD-4,43379,23,UT,37.020504,-113.879531,965.11,0.057471264,0.000209876,0.515665139,0.025185111,0.472850451,2.234968687,67.12566531,29.62545543,0.0,0.0,0.0,0,0,Y,2018-10-06,14.716666666666669,12.6,16.7,67.91666666666667,57.0,80.0,11.9,10.0,6.945833333333333,1.1,13.8
800,800,UT-BD-5,43379,23,UT,37.023842,-113.86226,1034.09,0.06045082,0.000209932,0.518321805,0.047444604,0.630635359,2.980192927,67.32305367,28.5001417,0.0,0.0,0.0,2,1,Y,2018-10-06,14.716666666666669,12.6,16.7,67.91666666666667,57.0,80.0,11.9,10.0,6.945833333333333,1.1,13.8
801,801,UT-FN-1,43383,23,UT,38.581936,-112.304509,1768.44,0.392761394,0.010698508,1.777840244,1.427726336,0.078245948,53.1806034,40.39903336,1.753925933,0.318228159,1.020763496,0.032934622,0,0,Y,2018-10-10,5.283333333333334,-1.0,12.3,73.20833333333333,35.0,100.0,2.4,3.0,5.720833333333334,1.8,11.8
802,802,UT-FN-2,43383,23,UT,38.579702,-112.330107,1798.97,0.136568849,0.009025328,1.219888464,1.38696197,0.075141099,58.03810367,38.01866774,0.649823586,0.185753835,0.392286913,0.024347395,0,0,N,2018-10-10,5.083333333333333,-1.2,12.1,73.20833333333333,35.0,100.0,2.4,3.0,5.720833333333334,1.8,11.8
803,803,UT-FN-3,43383,23,UT,38.580133,-112.374576,1829.14,0.169159954,0.00587353,1.279590531,0.66664569,0.006712606,63.87862769,33.44451087,0.452261834,0.03754864,0.076146125,0.152082481,0,0,Y,2018-10-10,4.983333333333333,-1.3,12.0,73.16666666666667,35.0,100.0,2.4,3.0,5.720833333333334,1.8,11.8
804,804,UT-FN-4,43383,23,UT,38.581465,-112.389212,1858.28,0.377564979,0.005876822,1.272122036,0.574039559,0.005666935,63.74126872,33.71931459,0.486097119,0.005666935,0.031273088,0.158674189,6,1,Y,2018-10-10,3.3125,-1.4,8.5,76.66666666666667,49.0,100.0,2.4,2.0,7.0249999999999995,2.9,11.0
805,805,UT-FN-5,43383,23,UT,38.581569,-112.410712,1890.35,0.260598504,0.005878105,1.143501335,0.548973011,0.00545824,62.93770888,34.72826361,0.433300304,0.00272912,0.031279915,0.162907479,0,0,N,2018-10-10,3.1124999999999994,-1.6,8.3,76.66666666666667,49.0,100.0,2.4,2.0,7.0249999999999995,2.9,11.0
806,806,SD-BN-1,43383,13,SD,43.9100485,-102.6949291,768.48,0.352864583,0.44152194,0.860810471,0.293648796,0.677699471,0.25358671,0.978479738,89.39676147,0.578697877,2.922434768,3.596358755,6,2,Y,2018-10-10,1.3666666666666665,-0.1,4.1,75.75,55.0,95.0,3.6,11.0,21.25,9.3,30.5
807,807,SD-BN-2,43383,13,SD,43.9054842,-102.6837276,781.39,0.301282051,0.46016198,0.991489522,0.186625913,0.598084618,0.334205234,1.196799019,89.16855952,0.888624846,3.389076191,2.786373159,0,0,Y,2018-10-10,1.3666666666666665,-0.1,4.1,75.75,55.0,95.0,3.6,11.0,21.25,9.3,30.5
808,808,SD-BN-3,43383,13,SD,43.8995156,-102.6819848,775.01,0.275735294,0.481461729,1.093734908,0.160627223,0.646288356,0.320204595,1.171633862,89.75471278,0.947805601,3.410756355,2.012774589,0,0,N,2018-10-10,1.3666666666666665,-0.1,4.1,75.75,55.0,95.0,3.6,11.0,21.25,9.3,30.5
809,809,SD-BN-4,43383,13,SD,43.8953882,-102.6854116,765.77,0.34765625,0.500677016,1.146413914,0.087749682,0.82312561,0.287600634,1.096031321,89.9461536,0.9476126,3.217558334,1.947077285,2,1,Y,2018-10-10,1.3666666666666665,-0.1,4.1,75.75,55.0,95.0,3.6,11.0,21.25,9.3,30.5
810,810,SD-BN-5,43383,13,WY,43.890325,-107.6895718,1383.71,0.478693182,0.00041977,0.0,0.0,0.841219769,0.001049426,89.24737276,9.90049344,0.0,0.0,0.009444833,6,2,Y,2018-10-10,1.6500000000000001,0.0,3.5,80.04166666666667,65.0,92.0,7.3999999999999995,13.0,11.245833333333332,2.8,22.1
811,811,TN-CS-1,43382,29,TN,36.3086225,-83.9600331,379.51,0.199764982,18.07654526,5.353214783,0.999110036,0.401323191,62.48698638,1.161780263,3.098080701,8.383288835,0.009235471,0.030435075,6,1,Y,2018-10-09,23.866666666666664,21.2,27.9,71.25,51.0,90.0,0.0,0.0,11.133333333333333,5.5,14.2
812,812,TN-CS-2,43382,29,TN,36.3090815,-83.9661819,366.42,0.171856978,18.1201587,5.364947415,1.027562609,0.397800029,61.96443941,1.166320297,3.790121124,8.130024981,0.009236518,0.02938892,0,0,Y,2018-10-09,23.8125,21.2,27.8,73.95833333333333,51.0,96.0,0.0,0.0,8.424999999999999,4.8,13.2
813,813,TN-CS-3,43382,29,TN,36.3159183,-83.9596955,391.67,0.144482366,17.65671269,5.364192129,0.979028023,0.392870409,63.57050366,1.300753631,3.03677074,7.662232184,0.0088144,0.028122134,8,1,Y,2018-10-09,23.866666666666664,21.2,27.9,71.25,51.0,90.0,0.0,0.0,11.133333333333333,5.5,14.2
814,814,TN-CS-4,43382,29,TN,36.3197471,-83.960247,405.44,0.168181818,17.33020143,5.297152741,1.018497527,0.396945347,64.14351327,1.313425191,3.068507183,7.395652283,0.008816343,0.027288681,0,0,Y,2018-10-09,23.866666666666664,21.2,27.9,71.25,51.0,90.0,0.0,0.0,11.133333333333333,5.5,14.2
815,815,TN-CS-5,43382,29,TN,36.3242024,-83.9520431,399.89,0.174971031,17.30858449,5.331693114,0.965028476,0.399908472,64.50051327,1.289153768,3.110679131,7.060641239,0.00881688,0.024981159,0,0,Y,2018-10-09,23.866666666666664,21.2,27.9,71.25,51.0,90.0,0.0,0.0,11.133333333333333,5.5,14.2
816,816,GA-RT-1,43381,38,GA,34.1568208,-84.717091,263.07,0.326086957,14.6504248,11.94214043,9.419179623,0.755566003,55.41321065,1.427390107,2.176030088,3.604889352,0.355955539,0.255213405,0,0,Y,2018-10-08,23.762500000000003,21.4,27.8,83.33333333333333,68.0,94.0,1.1,5.0,14.324999999999998,9.2,20.0
817,817,GA-RT-2,43381,38,GA,34.1553289,-84.711494,310.85,0.181606519,13.13884546,12.06216616,9.014303254,0.74863841,57.82754242,1.348892364,2.085777549,3.218494538,0.310620927,0.24471892,8,1,Y,2018-10-08,23.762500000000003,21.4,27.8,83.33333333333333,68.0,94.0,1.1,5.0,14.324999999999998,9.2,20.0
818,818,GA-RT-3,43381,38,GA,34.1691969,-84.70963,256.06,0.148816234,16.20508149,10.51138152,7.868215265,0.791648652,57.64071072,1.388953017,2.088466527,3.076138467,0.20777629,0.221628043,0,0,Y,2018-10-08,23.662499999999998,21.3,27.8,84.0,64.0,96.0,1.2,6.0,14.416666666666666,9.0,18.3
819,819,GA-RT-4,43381,38,GA,34.150439,-84.70825,294.58,0.194982896,12.31415331,12.2606345,9.170605371,0.770460975,58.55293535,1.310056499,2.077579187,3.030213991,0.276618787,0.236742027,6,1,Y,2018-10-08,23.762500000000003,21.4,27.8,83.33333333333333,68.0,94.0,1.1,5.0,14.324999999999998,9.2,20.0
820,820,GA-RT-5,43381,38,GA,34.1561457,-84.7073864,278.62,0.433936022,12.42569893,11.8228948,8.582822601,0.726849131,59.59931996,1.339308203,2.061749643,2.959449249,0.24242297,0.23948451,8,2,Y,2018-10-08,23.762500000000003,21.4,27.8,83.33333333333333,68.0,94.0,1.1,5.0,14.324999999999998,9.2,20.0
821,821,AL-TN-1,43386,37,AL,33.1865,-86.1639,213.98,0.097689076,0.721547636,4.936308738,1.935173979,0.057891613,78.71392524,3.381625286,3.888176897,4.603641718,0.73329376,1.028415133,0,0,Y,2018-10-13,17.4,12.1,22.6,66.83333333333333,51.0,88.0,0.0,0.0,6.579166666666667,1.8,11.3
822,822,AL-TN-2,43386,37,AL,33.1864,-86.1561,206.61,0.255501222,0.623859369,4.651045709,1.608105557,0.049296218,79.08371966,3.669316775,4.510708817,4.215560823,0.570367729,1.018019341,8,5,Y,2018-10-13,17.4,12.1,22.6,66.83333333333333,51.0,88.0,0.0,0.0,6.579166666666667,1.8,11.3
823,823,AL-TN-3,43386,37,AL,33.1909,-86.1508,226.48,0.171098266,0.782628953,4.415169024,1.322850709,0.046802429,78.77583316,4.953921645,4.013045915,4.109589041,0.597098249,0.983060879,8,4,Y,2018-10-13,17.4,12.1,22.6,66.83333333333333,51.0,88.0,0.0,0.0,6.579166666666667,1.8,11.3
824,824,AL-TN-4,43386,37,AL,33.192,-86.1465,210.45,0.129102845,0.835112513,4.156248754,1.012505694,0.048494467,79.67745931,4.42916134,4.148061376,3.987462816,0.614683117,1.090810613,8,2,Y,2018-10-13,17.4,12.1,22.6,66.83333333333333,51.0,88.0,0.0,0.0,6.579166666666667,1.8,11.3
825,825,AL-TN-5,43386,37,AL,33.1962,-86.1388,213.26,0.168161435,0.899158993,3.750939467,0.664659672,0.04681589,80.80653491,3.677461613,4.443100849,3.891597073,0.617004035,1.202727498,6,1,Y,2018-10-13,17.4,12.1,22.6,66.83333333333333,51.0,88.0,0.0,0.0,6.579166666666667,1.8,11.3
826,826,MN-BE-1,43386,7,MN,45.106,-93.027,279.58,0.254830918,16.92235077,17.39770713,22.0243552,0.03251555,13.13250611,0.103630204,0.718908317,11.41946108,3.897250863,14.35131478,6,2,Y,2018-10-13,6.375,0.9,13.1,73.75,54.0,94.0,0.0,0.0,15.875,10.9,27.5
827,827,MN-BE-2,43386,7,MN,45.1186,-93.028,280.86,0.357333333,15.37207081,15.43692479,19.10694609,0.032112162,14.02923676,0.120892844,0.663651342,12.86333442,4.99690422,17.37792656,6,1,Y,2018-10-13,6.375,0.9,13.1,73.75,54.0,94.0,0.0,0.0,15.875,10.9,27.5
828,828,MN-BE-3,43386,7,MN,45.11,-93.0278,277.28,1.348623853,16.67607644,16.18788763,20.57885844,0.032112162,13.38762318,0.121102727,0.682540849,11.88590738,4.215718169,16.23217303,0,0,Y,2018-10-13,6.375,0.9,13.1,73.75,54.0,94.0,0.0,0.0,15.875,10.9,27.5
829,829,MN-BE-4,43386,7,MN,45.1146,-93.0284,281.03,0.325333333,16.04065196,15.56198626,19.58038583,0.032106906,13.9203371,0.125699584,0.701945091,12.29043949,4.615210279,17.1312375,2,1,Y,2018-10-13,6.375,0.9,13.1,73.75,54.0,94.0,0.0,0.0,15.875,10.9,27.5
830,830,MN-BE-5,43386,7,MN,45.122,-93.0259,277.69,0.606060606,15.25633975,15.08737758,18.50314207,0.02098909,14.29713835,0.119847703,0.659687095,13.28315542,5.429667659,17.34265529,0,0,N,2018-10-13,6.375,0.9,13.1,73.75,54.0,94.0,0.0,0.0,15.875,10.9,27.5
831,831,MN-FL-4,43387,15,MN,44.939,-93.34,269.75,0.331202046,4.61272242,24.35576239,64.87715857,0.511778035,1.869239347,0.007350115,0.206643244,0.656260303,0.229743607,2.673341971,6,1,Y,2018-10-14,2.2958333333333334,0.9,4.2,61.708333333333336,53.0,77.0,4.0,12.0,12.612500000000002,10.7,15.8
832,832,MI-CN-1,43387,8,WI,45.9342,-89.061,523.23,0.384823848,11.2251648,3.421960608,0.199290618,0.131040406,50.52342662,0.101640315,0.662762055,0.011130035,0.070560219,33.65302432,0,0,Y,2018-10-14,1.8541666666666667,-0.3,5.4,76.66666666666667,63.0,87.0,3.6,12.0,9.129166666666665,6.6,13.6
833,833,MI-CN-2,43387,8,WI,45.9302,-89.0616,524.74,0.817689531,10.6733589,3.309801353,0.183259757,0.119444217,51.1727155,0.08627693,0.609816257,0.011965414,0.079349585,33.75401209,0,0,N,2018-10-14,1.8541666666666667,-0.3,5.4,76.66666666666667,63.0,87.0,3.6,12.0,9.129166666666665,6.6,13.6
834,834,MI-CN-3,43387,8,WI,45.9273,-89.0652,531.82,0.627608347,10.74240247,3.397356725,0.168250447,0.112587066,50.8469236,0.077508633,0.667330426,0.015333686,0.155437367,33.81686958,0,0,N,2018-10-14,1.8541666666666667,-0.3,5.4,76.66666666666667,63.0,87.0,3.6,12.0,9.129166666666665,6.6,13.6
835,835,MI-CN-4,43387,8,WI,45.9236,-89.0645,536.51,0.454281567,10.83383887,3.289552402,0.151977279,0.111463999,50.76460945,0.071580459,0.668783993,0.015113763,0.195849173,33.89723061,0,0,N,2018-10-14,1.8541666666666667,-0.3,5.4,76.66666666666667,63.0,87.0,3.6,12.0,9.129166666666665,6.6,13.6
836,836,MI-CN-5,43387,8,WI,45.9199,-89.0651,536.57,0.611111111,10.92523525,3.39065535,0.154807204,0.116629818,50.00839063,0.06838367,0.729985191,0.015312908,0.254026456,34.33657352,6,1,Y,2018-10-14,1.8541666666666667,-0.3,5.4,76.66666666666667,63.0,87.0,3.6,12.0,9.129166666666665,6.6,13.6
837,837,MT-CG-1,43386,4,MT,46.0093909,-108.015135,887.88,0.156142365,1.985456911,1.299854149,1.510760417,0.031478547,2.62950799,40.35528787,33.8868661,2.577883173,11.60509113,4.11781371,0,0,Y,2018-10-13,2.245833333333333,-0.6,6.9,61.583333333333336,42.0,94.0,2.6,8.0,17.0,5.6,26.5
838,838,MT-CG-2,43386,4,MT,46.0156038,-108.0202815,913.51,0.098501071,1.949574966,1.336989267,1.433492494,0.030629285,2.237406329,41.3289753,34.63479822,2.328874605,10.73808185,3.981177675,0,0,N,2018-10-13,2.245833333333333,-0.6,6.9,61.583333333333336,42.0,94.0,2.6,8.0,17.0,5.6,26.5
839,839,MT-CG-3,43386,4,MT,46.0159123,-108.0283147,906.41,0.149202733,1.963640332,1.090328295,1.490989838,0.030642528,1.973714588,41.10800022,34.83425751,2.370178524,11.26847472,3.869773455,6,1,Y,2018-10-13,2.245833333333333,-0.6,6.9,61.583333333333336,42.0,94.0,2.6,8.0,17.0,5.6,26.5
840,840,MT-CG-4,43386,4,MT,46.0168422,-108.0351835,900.65,0.106735751,1.941674222,1.070313287,1.304523018,0.02980088,1.807360398,41.52395823,34.62064739,2.373786978,11.56085256,3.76708304,0,0,Y,2018-10-13,2.245833333333333,-0.6,6.9,61.583333333333336,42.0,94.0,2.6,8.0,17.0,5.6,26.5
841,841,MT-CG-5,43386,4,MT,46.0108703,-108.0485918,933.23,0.074262462,1.92655621,1.306339018,1.475508242,0.032952318,1.80104356,41.63430903,31.66193021,2.503536602,13.86474018,3.793084631,0,0,Y,2018-10-13,2.245833333333333,-0.6,6.9,61.583333333333336,42.0,94.0,2.6,8.0,17.0,5.6,26.5
842,842,MT-PC-1,43386,4,MT,46.2505251,-106.6500468,805.28,0.13573701,1.775164074,0.971324111,1.941598823,0.026444866,9.088848452,42.16381965,26.93766358,0.36687004,12.20556476,4.522701658,6,1,Y,2018-10-13,1.9458333333333335,-1.2,7.6,60.083333333333336,41.0,78.0,0.4,4.0,21.020833333333332,9.2,27.7
843,843,MT-PC-2,43386,4,MT,46.2465263,-106.6470531,811.12,0.302763819,1.659557577,0.917986101,1.908008174,0.01701141,9.199182612,41.31819528,28.00015121,0.345688658,12.28055806,4.353660918,0,0,N,2018-10-13,1.9458333333333335,-1.2,7.6,60.083333333333336,41.0,78.0,0.4,4.0,21.020833333333332,9.2,27.7
