Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (℃ ),Min temperature (℃ ),Wind speed (m/s),Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,Listeria species detected,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N)
UT-BD-1,43379,23,UT,37.021177,-113.898851,920.24,0.057553957,0.113036,5.794423,7.673,1.706295054,6.226645878,27977.02234,0.08622593,0.6729073,216.3781448,485.8051295,10.80081001,0.06055884,60.85107193,28.65549261,19.36809027,0.224771882,64.32500458,10.30096912,-5.175483227,2.671496868,0.00020993,1.04188097,0.04471502,0.383751443,1.358454918,69.28791855,27.68783458,0,0,0.195234596,0,-,0,Y
UT-BD-2,43379,23,UT,37.019299,-113.8911072,927.06,0.0625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.32500458,10.30096912,-5.175483227,2.671496868,0.000209856,0.641948468,0.026231958,0.406490416,1.629319354,68.9291905,28.19893477,0,0,0.167674673,0,-,0,N
UT-BD-3,43379,23,UT,37.020107,-113.887009,940.46,0.057613169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.32500458,10.30096912,-5.175483227,2.671496868,0.000209871,0.575466491,0.024974658,0.418063184,1.892197623,67.6164732,29.41280172,0,0,0.059813257,0,-,0,N
UT-BD-4,43379,23,UT,37.020504,-113.879531,965.11,0.057471264,0.142589,3.862939,7.474,2.299358627,6.649231343,28718.42227,0.125577106,0.759415683,438.4177532,512.45676,16.70320315,0.059409797,81.65247079,12.24972089,33.80296769,0.311690261,64.32500458,10.30096912,-5.175483227,2.671496868,0.000209876,0.515665139,0.025185111,0.472850451,2.234968687,67.12566531,29.62545543,0,0,0,0,-,0,Y
UT-BD-5,43379,23,UT,37.023842,-113.86226,1034.09,0.06045082,0.099238,4.257329,8.002,1.856720867,2.91375835,19165.86195,0.100304699,0.776385796,210.6486582,364.8904254,11.90641041,0.07337396,30.3906012,119.2834876,26.70481659,0.43669284,75.65000153,7.265805721,-7.979677677,2.655116081,0.000209932,0.518321805,0.047444604,0.630635359,2.980192927,67.32305367,28.5001417,0,0,0,2,aquatica,1,Y
UT-FN-1,43383,23,UT,38.581936,-112.304509,1768.44,0.392761394,0.091001,1.231443,7.639,1.697468099,11.13768322,8250.388332,0.115574584,0.470953493,475.2293297,175.8803386,18.55040277,0.012559387,123.3091906,38.52020442,11.33312986,0.318406332,18.875,1.613548398,-13.45225811,2.227999926,0.010698508,1.777840244,1.427726336,0.078245948,53.1806034,40.39903336,1.753925933,0.318228159,1.020763496,0.032934622,0,-,0,Y
UT-FN-2,43383,23,UT,38.579702,-112.330107,1798.97,0.136568849,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.125,0.507096827,-14.54516125,2.232132196,0.009025328,1.219888464,1.38696197,0.075141099,58.03810367,38.01866774,0.649823586,0.185753835,0.392286913,0.024347395,0,-,0,N
UT-FN-3,43383,23,UT,38.580133,-112.374576,1829.14,0.169159954,0.043927,0.568352,6.928,0.966581197,8.76193329,1787.148769,0.341173916,1.612202862,386.9209827,147.8863629,14.69533451,-0.001216451,64.09114602,18.28236424,5.502980362,1.117431752,18.125,0.507096827,-14.54516125,2.232132196,0.00587353,1.279590531,0.66664569,0.006712606,63.87862769,33.44451087,0.452261834,0.03754864,0.076146125,0.152082481,0,-,0,Y
UT-FN-4,43383,23,UT,38.581465,-112.389212,1858.28,0.377564979,0.245916,3.376637,7.726,5.614930417,1.743977911,4882.788783,0.045104422,1.072965658,831.3098737,356.0087065,9.699018311,0.030636966,47.74215677,44.90465419,13.0711449,1.588687912,22.20000076,-0.112580635,-15.22225761,2.237258196,0.005876822,1.272122036,0.574039559,0.005666935,63.74126872,33.71931459,0.486097119,0.005666935,0.031273088,0.158674189,6,weihenstephanensis,1,Y
UT-FN-5,43383,23,UT,38.581569,-112.410712,1890.35,0.260598504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.20000076,-0.112580635,-15.22225761,2.237258196,0.005878105,1.143501335,0.548973011,0.00545824,62.93770888,34.72826361,0.433300304,0.00272912,0.031279915,0.162907479,0,-,0,N
SD-BN-1,43383,13,SD,43.9100485,-102.6949291,768.48,0.352864583,0.320144,3.682135,7.618,6.613345112,3.279302216,4306.865478,0.037091187,0.780829853,485.3450538,559.6481515,5.387380468,0.028182642,302.8897155,10.16477534,10.21119136,0.597080694,20.25000191,0.055161431,-13.32935524,3.880648613,0.44152194,0.860810471,0.293648796,0.677699471,0.25358671,0.978479738,89.39676147,0.578697877,2.922434768,3.596358755,6,immobilis,2,Y
SD-BN-2,43383,13,SD,43.9054842,-102.6837276,781.39,0.301282051,0.201916,3.876029,6.486,4.291696252,3.646275641,9741.188357,0.115894183,0.804476569,495.412346,494.3302488,15.32241853,0.044028812,98.1379865,22.66197832,13.16833931,1.189052361,20.47500038,-0.058064461,-13.37903214,3.875870943,0.46016198,0.991489522,0.186625913,0.598084618,0.334205234,1.196799019,89.16855952,0.888624846,3.389076191,2.786373159,0,-,0,Y
SD-BN-3,43383,13,SD,43.8995156,-102.6819848,775.01,0.275735294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.47500038,-0.058064461,-13.37903214,3.875870943,0.481461729,1.093734908,0.160627223,0.646288356,0.320204595,1.171633862,89.75471278,0.947805601,3.410756355,2.012774589,0,-,0,N
SD-BN-4,43383,13,SD,43.8953882,-102.6854116,765.77,0.34765625,0.271027,3.959385,8.099,5.642483221,1.099947644,21369.43202,0.103730287,2.73202126,617.4552435,506.5905442,126.5930287,0.083967634,55.66543551,47.92065048,29.4929697,1.566072029,20.47500038,-0.058064461,-13.37903214,3.875870943,0.500677016,1.146413914,0.087749682,0.82312561,0.287600634,1.096031321,89.9461536,0.9476126,3.217558334,1.947077285,2,immobilis,1,Y
SD-BN-5,43383,13,WY,43.890325,-107.6895718,1383.71,0.478693182,0.240792,2.800467,7.931,5.375057194,6.463394273,5931.399815,0.063083998,1.39281948,533.8034235,577.4901366,8.853484031,0.033296653,153.3985592,10.99625109,7.551572353,1.547563274,5.425000191,1.030967832,-17.01096725,4.53775835,0.00041977,0,0,0.841219769,0.001049426,89.24737276,9.90049344,0,0,0.009444833,6,immobilis,2,Y
TN-CS-1,43382,29,TN,36.3086225,-83.9600331,379.51,0.199764982,0.15806,2.44777,5.021,3.660987588,79.18889171,696.497971,0.051768051,6.266546373,85.93734007,89.16492768,48.95128369,0.028852377,29.1397533,5.858774023,14.55010743,2.127793564,118.7750092,7.371613026,-2.361612797,3.682048559,18.07654526,5.353214783,0.999110036,0.401323191,62.48698638,1.161780263,3.098080701,8.383288835,0.009235471,0.030435075,6,booriae,1,Y
TN-CS-2,43382,29,TN,36.3090815,-83.9661819,366.42,0.171856978,0.175922,3.245072,4.478,4.497068092,95.62844767,364.3418384,0.019865847,19.20815487,59.55869176,54.96659089,45.25395764,-0.000750488,44.36926526,5.358613527,17.35436234,0.848889709,118.7750092,7.371613026,-2.361612797,3.682048559,18.1201587,5.364947415,1.027562609,0.397800029,61.96443941,1.166320297,3.790121124,8.130024981,0.009236518,0.02938892,0,-,0,Y
TN-CS-3,43382,29,TN,36.3159183,-83.9596955,391.67,0.144482366,0.107854,2.422681,4.803,3.470636943,85.87016786,73.13683227,0.072496363,45.45893751,46.19404049,21.19208958,37.77926594,0.044528652,26.57900029,7.35335344,19.54710654,0.23092373,116.8500061,7.168709278,-2.610967875,3.681245327,17.65671269,5.364192129,0.979028023,0.392870409,63.57050366,1.300753631,3.03677074,7.662232184,0.0088144,0.028122134,8,monocytogenes,1,Y
TN-CS-4,43382,29,TN,36.3197471,-83.960247,405.44,0.168181818,0.142357,2.730883,4.413,3.903704735,120.5878437,55.89545667,0.080011054,28.36886847,40.95023174,19.58320903,21.95337045,0.005871191,35.28080358,7.145968517,18.88907993,0.656416345,116.8500061,7.168709278,-2.610967875,3.681245327,17.33020143,5.297152741,1.018497527,0.396945347,64.14351327,1.313425191,3.068507183,7.395652283,0.008816343,0.027288681,0,-,0,Y
TN-CS-5,43382,29,TN,36.3242024,-83.9520431,399.89,0.174971031,0.161952,3.932143,4.286,4.078943089,95.35869802,48.13710694,0.0652721,25.95769014,25.57749083,18.51957177,16.02916387,-0.000213308,34.96797023,5.240965646,15.71666836,0.584377268,116.8500061,7.168709278,-2.610967875,3.681245327,17.30858449,5.331693114,0.965028476,0.399908472,64.50051327,1.289153768,3.110679131,7.060641239,0.00881688,0.024981159,0,-,0,Y
GA-RT-1,43381,38,GA,34.1568208,-84.717091,263.07,0.326086957,0.432261,9.641313,6.042,15.03180258,35.33784516,2856.971921,0.132337658,3.685059926,242.1694976,412.822922,23.58510867,0.046357027,64.4469504,7.314439624,13.94012778,1.770566506,150.3000336,9.797096252,-0.593225896,3.405568123,14.6504248,11.94214043,9.419179623,0.755566003,55.41321065,1.427390107,2.176030088,3.604889352,0.355955539,0.255213405,0,-,0,Y
GA-RT-2,43381,38,GA,34.1553289,-84.711494,310.85,0.181606519,0.208698,4.991023,4.888,6.882763321,106.3567524,713.9981484,0.138290538,44.65392675,103.6466095,67.92008895,42.48122224,0.040774223,37.83374214,5.950008986,19.23185804,1.363372816,150.3000336,9.797096252,-0.593225896,3.405568123,13.13884546,12.06216616,9.014303254,0.74863841,57.82754242,1.348892364,2.085777549,3.218494538,0.310620927,0.24471892,8,monocytogenes,1,Y
GA-RT-3,43381,38,GA,34.1691969,-84.70963,256.06,0.148816234,0.292511,6.485879,5.49,9.455534591,89.62262135,1072.110007,0.085377228,7.108659945,95.91863313,145.7458559,43.75811999,0.049784758,50.1588418,4.142527665,15.27241033,3.606126236,150.3000336,9.797096252,-0.593225896,3.405568123,16.20508149,10.51138152,7.868215265,0.791648652,57.64071072,1.388953017,2.088466527,3.076138467,0.20777629,0.221628043,0,-,0,Y
GA-RT-4,43381,38,GA,34.150439,-84.70825,294.58,0.194982896,0.335418,9.476899,4.235,12.13511456,111.3357554,59.17911423,0.084966283,55.73140616,91.85973687,33.1523523,12.28434867,0.052883172,34.66850008,7.758471453,41.10337148,1.971835881,150.3000336,9.797096252,-0.593225896,3.405568123,12.31415331,12.2606345,9.170605371,0.770460975,58.55293535,1.310056499,2.077579187,3.030213991,0.276618787,0.236742027,6,booriae,1,Y
GA-RT-5,43381,38,GA,34.1561457,-84.7073864,278.62,0.433936022,0.281526,4.851632,5.79,8.757341772,41.8683864,1960.553716,0.191572617,16.48274628,114.7445864,249.2177835,28.17959086,0.031307412,40.40021698,5.60236489,15.24792265,1.612623706,150.3000336,9.797096252,-0.593225896,3.405568123,12.42569893,11.8228948,8.582822601,0.726849131,59.59931996,1.339308203,2.061749643,2.959449249,0.24242297,0.23948451,8,monocytogenes,2,Y
AL-TN-1,43386,37,AL,33.1865,-86.1639,213.98,0.097689076,0.037749,2.36789,8.102,1.613838194,6.68140123,19474.01962,0.121284976,1.495224613,31.51524989,176.0474184,7.873960368,0.083879659,42.83191094,0.944766557,5.448931325,0.204847042,177.1999969,11.23903275,0.731935501,3.211283445,0.721547636,4.936308738,1.935173979,0.057891613,78.71392524,3.381625286,3.888176897,4.603641718,0.73329376,1.028415133,0,-,0,Y
AL-TN-2,43386,37,AL,33.1864,-86.1561,206.61,0.255501222,0.134225,2.723728,7.467,3.953804627,9.650901704,4634.622979,0.074881764,1.948676089,70.82830914,433.923973,38.92815753,0.041485348,45.71444152,3.402271611,6.337371841,0.469158137,177.1999969,11.23903275,0.731935501,3.211283445,0.623859369,4.651045709,1.608105557,0.049296218,79.08371966,3.669316775,4.510708817,4.215560823,0.570367729,1.018019341,8,"booriae, cossartiae subsp. cossartiae, monocytogenes",5,Y
AL-TN-3,43386,37,AL,33.1909,-86.1508,226.48,0.171098266,0.129215,4.83955,8.008,4.304238125,3.544318009,22815.16501,0.120679586,1.945123212,74.97864131,290.4200332,30.1800448,0.089304585,41.19148621,2.869205789,8.845044095,0.56969729,176.4499969,11.49645233,0.745806456,3.219451666,0.782628953,4.415169024,1.322850709,0.046802429,78.77583316,4.953921645,4.013045915,4.109589041,0.597098249,0.983060879,8,"cossartiae subsp. cossartiae, monocytogenes",4,Y
AL-TN-4,43386,37,AL,33.192,-86.1465,210.45,0.129102845,0.104581,3.931322,7.877,5.335749235,4.61071041,18929.36436,0.098305027,1.408861867,67.22563122,229.7328603,17.60831003,0.075225705,36.27428968,1.966517408,5.863701585,0.300827026,176.4499969,11.49645233,0.745806456,3.219451666,0.835112513,4.156248754,1.012505694,0.048494467,79.67745931,4.42916134,4.148061376,3.987462816,0.614683117,1.090810613,8,monocytogenes,2,Y
AL-TN-5,43386,37,AL,33.1962,-86.1388,213.26,0.168161435,0.117552,2.546408,6.505,3.456131387,36.96176478,2001.227255,0.054484974,23.75311588,60.10217464,110.0933877,38.38437245,0.032282764,23.26387581,4.380042044,11.42689029,0.355152054,176.4499969,11.49645233,0.745806456,3.219451666,0.899158993,3.750939467,0.664659672,0.04681589,80.80653491,3.677461613,4.443100849,3.891597073,0.617004035,1.202727498,6,cossartiae subsp. cossartiae,1,Y
MN-BE-1,43386,7,MN,45.106,-93.027,279.58,0.254830918,0.282431,4.671429,7.482,4.682280702,3.031302001,5560.636374,0.340542093,3.093521437,214.6610631,307.5641874,20.1460193,0.034218684,70.3360428,30.27298456,12.74704132,13.09685013,30.44999886,-6.562581062,-15.72548676,3.221483707,16.92235077,17.39770713,22.0243552,0.03251555,13.13250611,0.103630204,0.718908317,11.41946108,3.897250863,14.35131478,6,seeligeri,2,Y
MN-BE-2,43386,7,MN,45.1186,-93.028,280.86,0.357333333,0.475871,7.001019,7.311,6.911255605,2.276460065,7358.155143,0.234779877,5.526962578,215.591711,357.168048,28.22176258,0.045146497,108.3828052,90.34275373,20.43412764,23.62867202,30.44999886,-6.562581062,-15.72548676,3.221483707,15.37207081,15.43692479,19.10694609,0.032112162,14.02923676,0.120892844,0.663651342,12.86333442,4.99690422,17.37792656,6,seeligeri,1,Y
MN-BE-3,43386,7,MN,45.11,-93.0278,277.28,1.348623853,2.109389,33.789593,7.103,32.59258065,5.515342004,15531.13439,0,5.574922929,381.0976638,1164.194846,30.93250482,0,251.0671484,365.2878131,61.63691474,55.82546002,30.44999886,-6.562581062,-15.72548676,3.221483707,16.67607644,16.18788763,20.57885844,0.032112162,13.38762318,0.121102727,0.682540849,11.88590738,4.215718169,16.23217303,0,-,0,Y
MN-BE-4,43386,7,MN,45.1146,-93.0284,281.03,0.325333333,0.253851,4.546402,7.473,4.993350254,4.807775076,5583.997209,1.238016151,6.008649617,221.9395031,193.5520581,22.91205896,0.035265771,116.6685501,17.29399652,17.20031712,28.84417435,30.44999886,-6.562581062,-15.72548676,3.221483707,16.04065196,15.56198626,19.58038583,0.032106906,13.9203371,0.125699584,0.701945091,12.29043949,4.615210279,17.1312375,2,seeligeri,1,Y
MN-BE-5,43386,7,MN,45.122,-93.0259,277.69,0.606060606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.44999886,-6.562581062,-15.72548676,3.221483707,15.25633975,15.08737758,18.50314207,0.02098909,14.29713835,0.119847703,0.659687095,13.28315542,5.429667659,17.34265529,0,-,0,N
MN-FL-4,43387,15,MN,44.939,-93.34,269.75,0.331202046,0.257926,3.141253,7.073,4.603333333,2.326069873,3089.70924,0.016089957,0.9924267,209.2118257,349.8024935,17.60473713,0.026208853,35.61318175,9.994597883,9.858220687,2.436101474,32.17499161,-6.659677505,-15.4793539,3.207216263,4.61272242,24.35576239,64.87715857,0.511778035,1.869239347,0.007350115,0.206643244,0.656260303,0.229743607,2.673341971,6,seeligeri,1,Y
MI-CN-1,43387,8,WI,45.9342,-89.061,523.23,0.384823848,0.157213,3.173055,4.653,4.788541409,140.8167158,439.5836047,0,102.0706769,53.76056848,63.95550049,114.0878867,-0.000680738,31.81753041,11.96389959,20.91352812,2.187311345,44.67500305,-6.597742558,-18.26387024,3.876451969,11.2251648,3.421960608,0.199290618,0.131040406,50.52342662,0.101640315,0.662762055,0.011130035,0.070560219,33.65302432,0,-,0,Y
MI-CN-2,43387,8,WI,45.9302,-89.0616,524.74,0.817689531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.67500305,-6.597742558,-18.26387024,3.876451969,10.6733589,3.309801353,0.183259757,0.119444217,51.1727155,0.08627693,0.609816257,0.011965414,0.079349585,33.75401209,0,-,0,N
MI-CN-3,43387,8,WI,45.9273,-89.0652,531.82,0.627608347,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.67499924,-6.568387032,-18.27516174,3.870370865,10.74240247,3.397356725,0.168250447,0.112587066,50.8469236,0.077508633,0.667330426,0.015333686,0.155437367,33.81686958,0,-,0,N
MI-CN-4,43387,8,WI,45.9236,-89.0645,536.51,0.454281567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.67499924,-6.568387032,-18.27516174,3.870370865,10.83383887,3.289552402,0.151977279,0.111463999,50.76460945,0.071580459,0.668783993,0.015113763,0.195849173,33.89723061,0,-,0,N
MI-CN-5,43387,8,WI,45.9199,-89.0651,536.57,0.611111111,0.477628,7.471484,4.553,10.98644295,11.43255565,1538.123633,0.040317789,5.524281536,98.14403493,154.6404815,140.3253758,0.03877151,48.77077944,27.4294973,23.06423764,6.096175622,41.67499924,-6.568387032,-18.27516174,3.870370865,10.92523525,3.39065535,0.154807204,0.116629818,50.00839063,0.06838367,0.729985191,0.015312908,0.254026456,34.33657352,6,grandensis,1,Y
MT-CG-1,43386,4,MT,46.0093909,-108.015135,887.88,0.156142365,0.126349,1.766468,7.688,2.703643772,8.939197269,4470.24686,0,0.700489117,325.6958385,493.9562415,17.8504398,0,29.27108634,4.621121439,7.820359359,0.240410782,11.09999943,0.782580495,-13.56387234,4.891396999,1.985456911,1.299854149,1.510760417,0.031478547,2.62950799,40.35528787,33.8868661,2.577883173,11.60509113,4.11781371,0,-,0,Y
MT-CG-2,43386,4,MT,46.0156038,-108.0202815,913.51,0.098501071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.09999943,0.782580495,-13.56387234,4.891396999,1.949574966,1.336989267,1.433492494,0.030629285,2.237406329,41.3289753,34.63479822,2.328874605,10.73808185,3.981177675,0,-,0,N
MT-CG-3,43386,4,MT,46.0159123,-108.0283147,906.41,0.149202733,0.103433,1.35269,7.766,2.177407407,10.90475666,3100.766297,0.017125253,0.745997845,260.7080512,599.7574189,18.81926786,0.027408799,24.19273571,3.754879604,4.692613125,0.468258142,11.09999943,0.782580495,-13.56387234,4.891396999,1.963640332,1.090328295,1.490989838,0.030642528,1.973714588,41.10800022,34.83425751,2.370178524,11.26847472,3.869773455,6,booriae,1,Y
MT-CG-4,43386,4,MT,46.0168422,-108.0351835,900.65,0.106735751,0.077339,1.737314,8.029,1.95529708,8.060618038,11765.36377,0,1.24423236,330.990166,861.7337886,52.85680315,0,35.21681385,6.468185194,13.81757557,0.075873362,11.09999943,0.782580495,-13.56387234,4.891396999,1.941674222,1.070313287,1.304523018,0.02980088,1.807360398,41.52395823,34.62064739,2.373786978,11.56085256,3.76708304,0,-,0,Y
MT-CG-5,43386,4,MT,46.0108703,-108.0485918,933.23,0.074262462,0.047524,0.973574,7.756,1.293118767,4.708832991,1492.054025,0,0.4846396,127.0968855,258.7285699,4.711630283,0,19.85503323,6.491097154,3.418750492,0.092062757,11.09999943,0.782580495,-13.56387234,4.891396999,1.92655621,1.306339018,1.475508242,0.032952318,1.80104356,41.63430903,31.66193021,2.503536602,13.86474018,3.793084631,0,-,0,Y
MT-PC-1,43386,4,MT,46.2505251,-106.6500468,805.28,0.13573701,0.074092,1.395868,8.195,1.475653021,6.945139888,9494.736804,0.072833905,4.003589903,208.0636815,203.8375995,90.40429259,0.04781007,21.16348923,7.924947977,7.643010278,0.17084082,22.44999886,-0.706451654,-13.75741959,4.603945255,1.775164074,0.971324111,1.941598823,0.026444866,9.088848452,42.16381965,26.93766358,0.36687004,12.20556476,4.522701658,6,welshimeri,1,Y
MT-PC-2,43386,4,MT,46.2465263,-106.6470531,811.12,0.302763819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.52499771,-1.230644941,-14.49322605,4.60117054,1.659557577,0.917986101,1.908008174,0.01701141,9.199182612,41.31819528,28.00015121,0.345688658,12.28055806,4.353660918,0,-,0,N
MT-PC-3,43386,4,MT,46.2431352,-106.6439743,815.9,0.226260258,0.145146,2.404309,8.058,2.888405627,8.284430545,10712.24509,0.118497654,1.618162185,332.8657874,703.2737862,33.52288036,0.052964861,36.81616848,4.903003674,20.65201116,0.204963402,23.52499771,-1.230644941,-14.49322605,4.60117054,1.596031421,0.908242352,1.883396784,0.013004856,9.194433083,39.93770255,29.24666226,0.29785315,12.22896937,4.693704181,6,"booriae, welshimeri",2,Y
MT-PC-4,43386,4,MT,46.234213,-106.6345162,838.93,0.228110599,0.103081,1.931204,8.51,2.471612903,12.5638766,7084.30654,0.070060721,1.181474585,302.2250826,982.3767214,15.74757414,0.041430969,28.20441352,2.342103944,6.874124378,0.093630531,23.52499771,-1.230644941,-14.49322605,4.60117054,1.19900604,0.782197709,1.571111363,0.004827085,8.917935351,39.14388492,32.54798753,0.246810976,12.1243793,3.461859729,1,booriae,1,Y
MT-PC-5,43386,4,MT,46.22575,-106.6322819,844.31,0.256009615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.52499771,-1.230644941,-14.49322605,4.60117054,1.012083292,0.638271525,1.154807606,0.004197774,8.950703442,39.34195696,34.30840625,0.1930976,11.20784648,3.18862907,0,-,0,N
MT-UTR-1,43386,4,MT,46.0777237,-105.5636546,824.59,0.225616921,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.97500038,-2.580967903,-14.45161247,4.359141827,0.023910299,0.66634227,0.187716818,0,2.291613358,33.10066236,62.45747532,0,0.044045287,1.228234287,0,-,0,N
MT-UTR-2,43386,4,MT,46.0728431,-105.5646769,823.35,0.204009434,0.178732,2.125935,6.91,3.488344657,3.203040885,1884.497966,0,0.832012975,192.1264137,405.206398,4.794043159,0,71.93909817,5.549670092,8.649124263,0.2599367,18.97500038,-2.580967903,-14.45161247,4.359141827,0.026881212,0.704581777,0.167797568,0,2.379617321,34.58162963,60.66438596,0,0.044101989,1.431004538,0,-,0,Y
MT-UTR-3,43386,4,MT,46.0674776,-105.5660545,829.06,0.198606272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.97500038,-2.580967903,-14.45161247,4.359141827,0.02537906,0.819470983,0.128573256,0,2.448764711,35.10993748,59.78992011,0,0.044465792,1.633488614,0,-,0,N
MT-UTR-4,43386,4,MT,46.0613659,-105.5688433,824.44,0.332914573,0.250639,3.063641,7.664,5.4630126,4.466763706,3998.092905,0.039946026,0.57910775,506.7971123,967.0051443,6.382243599,0.028808495,47.09553106,5.955027213,9.793265858,1.986865326,17.69999886,-2.419354677,-14.45225906,4.36389637,0.020567452,0.964991259,0.069047874,0,2.535463114,35.97834961,59.02879653,0,0.062331971,1.34045219,6,seeligeri,1,Y
MT-UTR-5,43386,4,MT,46.0519691,-105.5742674,833.48,0.224076281,0.191632,2.361712,7.45,4.352115722,2.779188806,2989.916574,0.024790442,0.502705084,307.1959414,560.3631436,6.782935283,0.028621692,26.73387708,18.0401847,9.464675116,0.401650229,17.69999886,-2.419354677,-14.45225906,4.36389637,0.020348654,0.841217563,0.10782689,0,2.638612096,36.37814932,58.91459859,0,0.062304642,1.036942248,6,immobilis,2,Y
OR-DN-1,43387,9,OR,43.957128,-121.417439,1232.62,0.057026477,0.072843,1.901625,6.146,3.909784946,102.8279498,1203.325963,0.142426257,26.65635097,365.7337414,119.0780366,19.82071844,0.04010783,70.06618546,5.831860617,4.3913314,0.311177159,17.47499847,3.218063831,-9,3.010667562,1.688655018,4.678552905,1.49211422,0.486942426,65.21752825,23.47402659,1.828081396,0.12619767,0.003149692,1.004751836,0,-,0,Y
OR-DN-2,43387,9,OR,43.954689,-121.419894,1232.43,0.067637877,0.134404,3.41046,6.01,4.868039216,102.0388155,1960.344855,0.118270752,26.73804294,283.3280103,94.50114592,23.67177476,0.042551361,58.46018427,7.381661538,5.336462824,0.516654296,17.47499847,3.218063831,-9,3.010667562,1.973961932,4.593730114,1.341806871,0.479891799,65.67818057,22.82184778,1.647803524,0.141972366,0.003150274,1.317654768,0,-,0,Y
OR-DN-3,43387,9,OR,43.951866,-121.419735,1234.55,0.069518717,0.153276,3.622787,6.364,5.503944954,106.9109118,2291.845758,0.117384206,27.3299147,279.2015918,141.930755,29.37941901,0.046483968,67.65079136,9.903832667,5.672816658,0.777686984,17.47499847,3.218063831,-9,3.010667562,1.628123701,4.564917156,1.248850847,0.418732343,65.48260214,23.18601791,1.794357293,0.160146756,0.003148363,1.513103489,0,-,0,Y
OR-DN-4,43387,9,OR,43.949421,-121.423306,1233.01,0.039643211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.47499847,3.218063831,-9,3.010667562,1.745939468,4.446804358,1.103096267,0.225824122,67.51049893,21.91333475,1.740272878,0.181750641,0.002728358,1.129750229,0,-,0,N
OR-DN-5,43387,9,OR,43.945816,-121.430829,1236.51,0.135281385,0.576058,23.039883,5.215,33.78188707,84.33961769,2427.43578,0.0832662,31.10576548,594.5395035,552.4203702,161.6814837,0.063108997,89.4032199,29.21334329,20.08015267,6.609584265,17.47499847,3.218063831,-9,3.010667562,1.344128331,4.384733388,0.983595549,0.071141218,70.43463297,19.92310872,1.893741461,0.193067614,0,0.771850742,6,seeligeri,1,Y
MI-PR-1,43389,8,MI,46.52655,-86.46198,204.3,0.159453303,0.138029,1.842041,5.323,1.611359773,2.919366235,570.6852082,0,1.463196957,21.1223221,39.46230056,54.98010044,0,19.36684228,9.040748507,5.544461285,1.085964884,-,-,-,-,38.71298699,1.05303353,0.047416931,0.086441485,45.88532236,0.042591314,0.135117273,0,0.000209809,14.0368803,0,-,0,Y
MI-PR-2,43389,8,MI,46.524684,-86.466563,231.63,0.233576642,0.162229,2.320889,6.072,3.552021425,7.436450362,1398.234155,0.042409365,3.179502499,45.34914819,137.8926832,66.28535077,0.025910585,19.11537466,6.130609379,7.37532988,1.308653276,-,-,-,-,38.54932127,1.095865123,0.045101647,0.080343863,46.03262842,0.042584345,0.132787638,0,0.000209775,14.02115792,6,welshimeri,1,Y
MI-PR-3,43389,8,MI,46.525983,-86.453525,244.02,0.302835052,0.128087,1.915998,4.198,3.758970588,26.61316686,393.4962639,0,23.48197236,44.77155237,37.12727426,36.05040471,0,29.00971572,8.252354183,11.89543563,1.40081845,-,-,-,-,36.4913857,1.054666753,0.046603507,0.094676494,47.57420349,0.042614919,0.145478515,0,0.000209926,14.5501607,0,-,0,Y
MI-PR-4,43389,8,MI,46.527282,-86.447258,234.42,0.491899853,0.335004,4.877394,5.347,8.546276276,61.28125856,1662.611593,0.033223408,10.79351153,75.53192611,188.6356328,131.1434609,0,37.67559741,5.652530496,13.69497192,1.956540145,-,-,-,-,35.93214789,0.916574317,0.042816845,0.103474041,48.31020384,0.045125596,0.159513735,0,0.000209886,14.48993384,0,-,0,Y
